Fecha (dd/mm/aaaa) ,Clasificación de la Entidad,Clase de Cuenta,Orden,Cuenta,Tasa (%),Monto (COP)
10/31/2012,Total establecimientos,CDT,111,A 180 días,5.48831891126082,33254.30504
10/31/2012,Total establecimientos,CDT,113,A 360 días,5.69218563923065,10865.33489
11/01/2012,Total establecimientos,CDT,107,A 90 días,5.11694397034402,55248.589
11/01/2012,Total establecimientos,CDT,111,A 180 días,5.38562842281379,18037.30374
11/01/2012,Total establecimientos,CDT,113,A 360 días,6.05244758627656,23433.65267
11/02/2012,Total establecimientos,CDT,107,A 90 días,5.21471331345832,63256.27496
11/02/2012,Total establecimientos,CDT,111,A 180 días,5.82164285429662,96934.56263
11/02/2012,Total establecimientos,CDT,113,A 360 días,6.02302002755593,10473.87931
11/06/2012,Total establecimientos,CDT,107,A 90 días,5.24509167106163,143645.81628
11/06/2012,Total establecimientos,CDT,111,A 180 días,5.72569132505635,105069.91756
11/06/2012,Total establecimientos,CDT,113,A 360 días,6.02605867984302,50338.72836
11/07/2012,Total establecimientos,CDT,107,A 90 días,5.2372412708729,66374.47765
11/07/2012,Total establecimientos,CDT,111,A 180 días,5.83362906140553,56724.9304
11/07/2012,Total establecimientos,CDT,113,A 360 días,6.14304181408637,13533.22564
11/08/2012,Total establecimientos,CDT,107,A 90 días,5.20326292832609,129418.80279
11/08/2012,Total establecimientos,CDT,111,A 180 días,5.63847174134776,83045.90624
11/08/2012,Total establecimientos,CDT,113,A 360 días,5.90868917926781,24035.3618
11/09/2012,Total establecimientos,CDT,107,A 90 días,5.23341500264558,73044.74282
11/09/2012,Total establecimientos,CDT,111,A 180 días,5.88471659914123,114440.40274
11/09/2012,Total establecimientos,CDT,113,A 360 días,5.78692249605629,6649.13846
11/13/2012,Total establecimientos,CDT,107,A 90 días,5.30551983273821,158860.83932
11/13/2012,Total establecimientos,CDT,111,A 180 días,5.57057991066723,80908.61657
11/13/2012,Total establecimientos,CDT,113,A 360 días,5.812997701465,21067.64492
11/14/2012,Total establecimientos,CDT,107,A 90 días,5.37498542592491,104803.09343
11/14/2012,Total establecimientos,CDT,111,A 180 días,5.78546364308333,68218.37242
11/14/2012,Total establecimientos,CDT,113,A 360 días,5.93120359528356,9299.13981
11/15/2012,Total establecimientos,CDT,107,A 90 días,5.09553152719257,105309.30571
11/15/2012,Total establecimientos,CDT,111,A 180 días,5.78880354311294,132874.65473
11/15/2012,Total establecimientos,CDT,113,A 360 días,6.18134646399713,40017.39846
11/16/2012,Total establecimientos,CDT,107,A 90 días,5.62264479590863,187864.8104
11/16/2012,Total establecimientos,CDT,111,A 180 días,5.75259613670766,67987.21367
11/16/2012,Total establecimientos,CDT,113,A 360 días,5.85887147177348,9158.77859
11/19/2012,Total establecimientos,CDT,107,A 90 días,5.29739970580548,124495.1791
11/19/2012,Total establecimientos,CDT,111,A 180 días,5.48565292366365,65267.63451
11/19/2012,Total establecimientos,CDT,113,A 360 días,5.93680313572413,15019.27388
11/20/2012,Total establecimientos,CDT,107,A 90 días,5.38603017835064,87017.35989
11/20/2012,Total establecimientos,CDT,111,A 180 días,5.48254481090041,28029.86942
11/20/2012,Total establecimientos,CDT,113,A 360 días,5.93877851427601,8084.57386
11/21/2012,Total establecimientos,CDT,107,A 90 días,5.17392491807587,84335.99679
11/21/2012,Total establecimientos,CDT,111,A 180 días,5.48102918105151,41515.29799
11/21/2012,Total establecimientos,CDT,113,A 360 días,5.6720371670228,9414.6821
11/22/2012,Total establecimientos,CDT,107,A 90 días,5.44164507775957,96695.84031
11/22/2012,Total establecimientos,CDT,111,A 180 días,5.85731511066964,68902.02554
11/22/2012,Total establecimientos,CDT,113,A 360 días,5.93104158536901,8484.77758
11/23/2012,Total establecimientos,CDT,107,A 90 días,5.34002091710473,95819.73526
11/23/2012,Total establecimientos,CDT,111,A 180 días,5.71044049283938,69698.54843
11/23/2012,Total establecimientos,CDT,113,A 360 días,5.66534632647473,6972.48042
11/26/2012,Total establecimientos,CDT,107,A 90 días,5.18971829946052,119737.81781
11/26/2012,Total establecimientos,CDT,111,A 180 días,5.47286103642431,57015.91219
11/26/2012,Total establecimientos,CDT,113,A 360 días,6.06551521286152,26526.74664
11/27/2012,Total establecimientos,CDT,107,A 90 días,5.15274256176091,75336.30241
11/27/2012,Total establecimientos,CDT,111,A 180 días,5.60638265760763,54799.84305
11/27/2012,Total establecimientos,CDT,113,A 360 días,6.00246010703215,13836.45315
11/28/2012,Total establecimientos,CDT,107,A 90 días,5.50210431025595,263466.39756
11/28/2012,Total establecimientos,CDT,111,A 180 días,5.6327673510229,85034.77568
11/28/2012,Total establecimientos,CDT,113,A 360 días,5.86921685615019,11291.76811
11/29/2012,Total establecimientos,CDT,107,A 90 días,5.15309543218223,58935.43341
11/29/2012,Total establecimientos,CDT,111,A 180 días,5.94959851903126,88242.16301
11/29/2012,Total establecimientos,CDT,113,A 360 días,5.66824185287713,9431.62395
11/30/2012,Total establecimientos,CDT,107,A 90 días,5.19145665259095,73052.60402
11/30/2012,Total establecimientos,CDT,111,A 180 días,5.8866394062802,118003.53474
11/30/2012,Total establecimientos,CDT,113,A 360 días,6.07275884094846,17038.88563
12/03/2012,Total establecimientos,CDT,107,A 90 días,5.14895716904266,106670.00579
12/03/2012,Total establecimientos,CDT,111,A 180 días,5.36359611759858,53893.03543
12/03/2012,Total establecimientos,CDT,113,A 360 días,6.20415676828877,36270.57832
12/04/2012,Total establecimientos,CDT,107,A 90 días,5.21398180311825,81005.07342
12/04/2012,Total establecimientos,CDT,111,A 180 días,5.75027697077631,72716.91573
12/04/2012,Total establecimientos,CDT,113,A 360 días,6.06413749738513,9331.38159
12/05/2012,Total establecimientos,CDT,107,A 90 días,5.07920887889639,110598.63017
12/05/2012,Total establecimientos,CDT,111,A 180 días,5.71238996539217,107284.42285
12/05/2012,Total establecimientos,CDT,113,A 360 días,6.20220108185495,17730.92648
12/06/2012,Total establecimientos,CDT,107,A 90 días,5.12584756989815,64187.11156
12/06/2012,Total establecimientos,CDT,111,A 180 días,5.8566789238707,66721.29117
12/06/2012,Total establecimientos,CDT,113,A 360 días,6.18087981503076,39511.38809
12/07/2012,Total establecimientos,CDT,107,A 90 días,5.12508494398417,75249.50688
12/07/2012,Total establecimientos,CDT,111,A 180 días,5.70765237519534,86048.85902
12/07/2012,Total establecimientos,CDT,113,A 360 días,6.02018394278671,35143.93705
12/10/2012,Total establecimientos,CDT,107,A 90 días,5.32220808431307,146162.6148
12/10/2012,Total establecimientos,CDT,111,A 180 días,5.50414613754247,60834.38731
12/10/2012,Total establecimientos,CDT,113,A 360 días,5.85590555198842,21797.39141
12/11/2012,Total establecimientos,CDT,107,A 90 días,5.01434343004915,62774.02132
12/11/2012,Total establecimientos,CDT,111,A 180 días,5.58414224418528,47078.55269
12/11/2012,Total establecimientos,CDT,113,A 360 días,5.89376743784949,6638.4422
12/12/2012,Total establecimientos,CDT,107,A 90 días,5.33902472941293,181437.6886
12/12/2012,Total establecimientos,CDT,111,A 180 días,5.70040447029206,99013.32793
12/12/2012,Total establecimientos,CDT,113,A 360 días,6.0473193368492,29878.06511
12/13/2012,Total establecimientos,CDT,107,A 90 días,5.26608343035713,90931.50391
12/13/2012,Total establecimientos,CDT,111,A 180 días,5.84481301766925,81864.3317
12/13/2012,Total establecimientos,CDT,113,A 360 días,5.99381233531085,34256.17984
12/14/2012,Total establecimientos,CDT,107,A 90 días,5.239078873183,105869.08717
12/14/2012,Total establecimientos,CDT,111,A 180 días,5.73432904767684,66927.51076
12/14/2012,Total establecimientos,CDT,113,A 360 días,5.76681091061706,9052.83259
12/17/2012,Total establecimientos,CDT,107,A 90 días,5.06114060581527,105332.74448
12/17/2012,Total establecimientos,CDT,111,A 180 días,5.66297406634,105751.01839
12/17/2012,Total establecimientos,CDT,113,A 360 días,6.10520147255813,87192.83751
12/18/2012,Total establecimientos,CDT,107,A 90 días,5.37998693435479,110296.39494
12/18/2012,Total establecimientos,CDT,111,A 180 días,5.8073409491682,62977.42089
12/18/2012,Total establecimientos,CDT,113,A 360 días,5.74553730719837,12428.86737
12/19/2012,Total establecimientos,CDT,107,A 90 días,5.14975744897635,121587.18069
12/19/2012,Total establecimientos,CDT,111,A 180 días,5.59700994382701,89038.76637
12/19/2012,Total establecimientos,CDT,113,A 360 días,5.91422253439076,42534.91644
12/20/2012,Total establecimientos,CDT,107,A 90 días,5.25492487378083,103802.25905
12/20/2012,Total establecimientos,CDT,111,A 180 días,5.74766178471181,77913.15986
12/20/2012,Total establecimientos,CDT,113,A 360 días,5.96340371909488,97891.02629
12/21/2012,Total establecimientos,CDT,107,A 90 días,5.41885613673156,151860.91874
12/21/2012,Total establecimientos,CDT,111,A 180 días,5.78933992923785,105464.39728
12/21/2012,Total establecimientos,CDT,113,A 360 días,5.86593725319763,33985.6791
12/24/2012,Total establecimientos,CDT,107,A 90 días,5.08332895058569,87784.73341
12/24/2012,Total establecimientos,CDT,111,A 180 días,5.61935281287891,95095.86124
12/24/2012,Total establecimientos,CDT,113,A 360 días,5.89653847056926,26624.61271
12/26/2012,Total establecimientos,CDT,107,A 90 días,5.38104027683389,215102.09254
12/26/2012,Total establecimientos,CDT,111,A 180 días,5.7251919252033,131134.65625
12/26/2012,Total establecimientos,CDT,113,A 360 días,5.91422646991112,17774.13975
12/27/2012,Total establecimientos,CDT,107,A 90 días,5.13356879829924,203303.33731
12/27/2012,Total establecimientos,CDT,111,A 180 días,5.48536353968185,73889.53373
12/27/2012,Total establecimientos,CDT,113,A 360 días,6.00695913521366,58928.99106
12/28/2012,Total establecimientos,CDT,107,A 90 días,5.15138560277153,115637.85236
12/28/2012,Total establecimientos,CDT,111,A 180 días,5.7145110358085,194253.70949
12/28/2012,Total establecimientos,CDT,113,A 360 días,5.62386228888102,11579.82497
12/31/2012,Total establecimientos,CDT,107,A 90 días,4.58589272018513,12577.29157
12/31/2012,Total establecimientos,CDT,111,A 180 días,5.32511094206215,8995.50673
12/31/2012,Total establecimientos,CDT,113,A 360 días,5.98257904479152,793.85319
01/02/2013,Total establecimientos,CDT,107,A 90 días,5.25157730189576,164611.27882
01/02/2013,Total establecimientos,CDT,111,A 180 días,5.57114625272623,81794.83873
01/02/2013,Total establecimientos,CDT,113,A 360 días,5.86879568777474,26712.1086
01/03/2013,Total establecimientos,CDT,107,A 90 días,5.25136472792592,154644.99872
01/03/2013,Total establecimientos,CDT,111,A 180 días,5.53272398009714,64251.11938
01/03/2013,Total establecimientos,CDT,113,A 360 días,5.67661677168794,11269.47613
01/04/2013,Total establecimientos,CDT,107,A 90 días,5.22012299709597,185801.36313
01/04/2013,Total establecimientos,CDT,111,A 180 días,5.52787722682129,79406.72884
01/04/2013,Total establecimientos,CDT,113,A 360 días,5.60498168617484,21267.55142
01/08/2013,Total establecimientos,CDT,107,A 90 días,5.1702922708334,223548.69346
01/08/2013,Total establecimientos,CDT,111,A 180 días,5.48777038594505,165805.28438
01/08/2013,Total establecimientos,CDT,113,A 360 días,5.61059065391745,36628.87131
01/09/2013,Total establecimientos,CDT,107,A 90 días,5.3688918695695,176282.2079
01/09/2013,Total establecimientos,CDT,111,A 180 días,5.44647665835849,59384.07368
01/09/2013,Total establecimientos,CDT,113,A 360 días,5.61781721363831,17440.79078
01/10/2013,Total establecimientos,CDT,107,A 90 días,5.14401107753628,171984.7474
01/10/2013,Total establecimientos,CDT,111,A 180 días,5.36873953725917,76096.64086
01/10/2013,Total establecimientos,CDT,113,A 360 días,5.61816340824266,23598.42911
01/11/2013,Total establecimientos,CDT,107,A 90 días,5.15337666232966,109148.06687
01/11/2013,Total establecimientos,CDT,111,A 180 días,5.41172303379153,94454.04586
01/11/2013,Total establecimientos,CDT,113,A 360 días,5.64017438652276,56609.53161
01/14/2013,Total establecimientos,CDT,107,A 90 días,4.97116309609732,113850.33485
01/14/2013,Total establecimientos,CDT,111,A 180 días,5.2785590878419,85070.53931
01/14/2013,Total establecimientos,CDT,113,A 360 días,5.62604570744271,92455.67745
01/15/2013,Total establecimientos,CDT,107,A 90 días,5.05448033965629,78447.75359
01/15/2013,Total establecimientos,CDT,111,A 180 días,5.35226288782156,47106.16989
01/15/2013,Total establecimientos,CDT,113,A 360 días,5.62612146577472,22880.72651
01/16/2013,Total establecimientos,CDT,107,A 90 días,4.87707230869781,126556.91827
01/16/2013,Total establecimientos,CDT,111,A 180 días,5.41205790829552,209865.66376
01/16/2013,Total establecimientos,CDT,113,A 360 días,5.6498123442422,36560.23532
01/17/2013,Total establecimientos,CDT,107,A 90 días,5.28835113590294,121899.40014
01/17/2013,Total establecimientos,CDT,111,A 180 días,5.36108043792475,56024.25071
01/17/2013,Total establecimientos,CDT,113,A 360 días,5.51769782368613,135109.43691
01/18/2013,Total establecimientos,CDT,107,A 90 días,5.34918791915868,130768.56051
01/18/2013,Total establecimientos,CDT,111,A 180 días,5.38409766969659,99633.22409
01/18/2013,Total establecimientos,CDT,113,A 360 días,5.48034740740198,32306.67269
01/21/2013,Total establecimientos,CDT,107,A 90 días,4.95436396332738,102224.80529
01/21/2013,Total establecimientos,CDT,111,A 180 días,5.25640173041988,75636.3034
01/21/2013,Total establecimientos,CDT,113,A 360 días,5.59527342964035,49779.67172
01/22/2013,Total establecimientos,CDT,107,A 90 días,4.98536697917103,67406.06932
01/22/2013,Total establecimientos,CDT,111,A 180 días,5.34804384782294,41617.33113
01/22/2013,Total establecimientos,CDT,113,A 360 días,5.49155549425963,45463.20538
01/23/2013,Total establecimientos,CDT,107,A 90 días,5.0434144295909,133388.98611
01/23/2013,Total establecimientos,CDT,111,A 180 días,5.36329702921945,168443.13275
01/23/2013,Total establecimientos,CDT,113,A 360 días,5.69187510835624,24347.17739
01/24/2013,Total establecimientos,CDT,107,A 90 días,5.12390745608912,86402.77842
01/24/2013,Total establecimientos,CDT,111,A 180 días,5.22640115692434,118392.68986
01/24/2013,Total establecimientos,CDT,113,A 360 días,5.5712165697302,26391.55984
01/25/2013,Total establecimientos,CDT,107,A 90 días,5.02163339144114,100980.78088
01/25/2013,Total establecimientos,CDT,111,A 180 días,5.3552627362409,107007.05186
01/25/2013,Total establecimientos,CDT,113,A 360 días,5.44670249131791,23606.04088
01/28/2013,Total establecimientos,CDT,107,A 90 días,4.85556049222056,110106.98376
01/28/2013,Total establecimientos,CDT,111,A 180 días,5.05980847397747,79670.52335
01/28/2013,Total establecimientos,CDT,113,A 360 días,5.47586504107271,79222.37074
01/29/2013,Total establecimientos,CDT,107,A 90 días,4.90153894451896,88771.93063
01/29/2013,Total establecimientos,CDT,111,A 180 días,5.11735686134466,67997.36191
01/29/2013,Total establecimientos,CDT,113,A 360 días,5.54045209923928,42164.54619
01/30/2013,Total establecimientos,CDT,107,A 90 días,4.97061563385244,127706.56183
01/30/2013,Total establecimientos,CDT,111,A 180 días,5.23533600742035,148689.51708
01/30/2013,Total establecimientos,CDT,113,A 360 días,5.35245834644026,15856.39848
01/31/2013,Total establecimientos,CDT,107,A 90 días,4.94006362193325,48728.66656
01/31/2013,Total establecimientos,CDT,111,A 180 días,5.18431940148767,39872.08986
01/31/2013,Total establecimientos,CDT,113,A 360 días,5.22267667247352,9480.79573
02/01/2013,Total establecimientos,CDT,107,A 90 días,4.8287046311987,64634.86621
02/01/2013,Total establecimientos,CDT,111,A 180 días,5.32796383761955,77736.40859
02/01/2013,Total establecimientos,CDT,113,A 360 días,5.17625328450761,7829.00015
02/04/2013,Total establecimientos,CDT,107,A 90 días,4.78328706438471,90393.83911
02/04/2013,Total establecimientos,CDT,111,A 180 días,5.05753969461159,71297.51721
02/04/2013,Total establecimientos,CDT,113,A 360 días,5.37559664240861,91683.76602
02/05/2013,Total establecimientos,CDT,107,A 90 días,4.87685056968553,95470.99339
02/05/2013,Total establecimientos,CDT,111,A 180 días,5.17040737611178,50345.69881
02/05/2013,Total establecimientos,CDT,113,A 360 días,5.24502763096073,33670.46687
02/06/2013,Total establecimientos,CDT,107,A 90 días,4.87195737818403,111215.75094
02/06/2013,Total establecimientos,CDT,111,A 180 días,5.13150145754371,124187.24784
02/06/2013,Total establecimientos,CDT,113,A 360 días,5.21282236513572,29057.26196
02/07/2013,Total establecimientos,CDT,107,A 90 días,4.92416605894218,59493.427
