DIRECTORIO,REGION,DPTO_CAUCA,P3,P4090,P4000,P4031S1,P4031S1A1,P4031S2,P4031S3,P4031S4,P4031S4A1,P4031S5,P70,FEX_P
114192,2,,1,1,1,1,2,1,1,1,3,1,1,544.90748051
114193,2,,1,1,2,1,2,1,1,1,3,1,1,474.60070416
114194,2,,1,1,2,1,2,1,1,1,3,1,1,616.92900656
114195,2,,1,1,2,1,1,1,1,1,3,1,1,890.37582445
114196,2,,1,1,2,1,2,1,1,1,3,1,1,571.54707265
114197,2,,1,1,1,1,2,1,1,1,3,1,1,856.1900559
114198,2,,1,1,2,1,1,1,1,1,3,1,1,616.92900656
114199,2,,1,1,1,1,2,1,1,1,3,1,1,423.08768115
114200,2,,1,1,1,1,2,1,1,1,3,1,1,462.59679114
114201,2,,1,1,1,1,2,1,1,1,3,1,1,453.50413603
114202,2,,1,1,1,1,2,1,1,1,3,1,1,413.99502604
114203,2,,1,1,1,1,1,1,1,1,3,1,3,518.47409814
114204,2,,1,1,2,1,1,1,1,1,3,1,1,489.89749084
114205,2,,1,1,1,1,2,1,1,1,3,1,1,499.71347175
114206,2,,1,1,1,1,1,1,1,1,3,1,1,462.44372211
114207,2,,1,1,2,1,2,1,1,1,3,1,1,468.45164042
114208,2,,1,1,2,1,2,1,1,1,3,1,1,427.45329286
114209,2,,1,1,2,1,2,1,1,1,3,1,1,509.08394086
114210,2,,1,1,1,1,1,1,1,1,3,1,1,529.17666933
114211,2,,1,1,2,1,2,1,1,1,99,1,1,460.27802285
114213,2,,1,1,1,1,3,1,1,1,3,1,1,1231.3817305
114214,2,,1,1,1,1,3,1,1,1,3,1,1,1199.3817635
114215,2,,1,1,1,1,3,1,1,1,3,1,1,1325.461423
114216,2,,1,1,1,1,4,1,1,1,3,1,1,804.05102081
114217,2,,1,1,2,1,4,1,1,1,3,1,1,661.68981027
114218,2,,1,1,1,1,3,1,1,1,3,1,1,1199.3817635
114219,2,,1,1,2,1,1,1,1,1,3,1,1,499.20681479
114220,2,,1,1,2,1,1,1,1,1,3,1,1,738.52010937
114221,2,,1,1,2,1,1,1,1,1,3,1,1,725.14124217
114222,2,,1,1,2,1,1,1,1,1,3,1,1,610.20090535
114223,2,,1,1,1,1,1,1,1,1,3,1,1,967.47492029
114224,2,,1,1,1,1,1,1,1,1,3,1,1,899.19755815
114225,2,,1,1,2,1,1,1,1,1,3,1,1,827.85547505
114226,2,,1,1,1,1,1,1,1,1,3,1,1,1226.4892687
114227,2,,1,1,1,1,1,1,1,1,3,1,1,1411.7252249
114228,2,,1,1,1,1,1,1,1,1,3,1,1,1211.1985454
114229,2,,1,1,1,1,1,1,1,1,3,1,2,1582.2451232
114230,2,,1,1,1,1,1,1,1,1,3,1,1,1379.7999534
114231,2,,2,1,2,1,1,1,2,1,3,2,1,549.18370697
114232,2,,2,1,2,1,0,1,2,1,3,2,1,590.93451569
114233,2,,2,1,1,1,1,1,2,1,3,2,1,396.21947137
114234,2,,2,1,1,1,1,1,2,1,3,2,1,394.97197158
114235,2,,2,1,1,1,1,1,2,1,3,2,1,549.18370697
114236,2,,2,1,2,1,1,1,2,1,3,2,1,482.07491654
114237,2,,2,1,2,1,1,1,2,1,3,2,1,428.58559342
114238,2,,2,1,2,1,1,1,2,1,3,2,1,590.93451569
114239,2,,2,1,1,1,0,1,2,2,,2,1,315.56949523
114240,2,,2,1,1,1,1,1,2,2,,2,1,314.31029911
114241,2,,2,1,1,1,1,1,2,2,,2,1,271.02479722
114242,2,,2,1,1,2,,1,2,2,,2,1,212.95616724
114243,2,,2,1,3,1,0,2,2,2,,2,1,394.1508394
114244,2,,2,1,1,1,1,2,2,2,,2,1,337.70511201
114245,2,,2,1,3,1,0,2,2,2,,2,1,264.14631424
114246,2,,2,1,3,1,1,2,2,2,,2,1,365.92797571
114247,2,,2,1,2,1,1,1,2,1,3,2,1,610.20411886
114248,2,,2,1,2,1,0,2,2,1,3,2,1,610.20411886
114249,2,,2,1,2,1,0,2,2,1,3,2,1,610.20411886
114250,2,,2,1,2,1,0,2,2,1,3,2,1,574.24176102
114251,2,,2,1,1,1,0,1,2,1,3,2,1,438.8577462
114252,2,,2,1,2,1,1,1,2,1,3,2,1,354.9269454
114253,2,,2,1,2,1,1,1,2,1,3,2,1,656.91806566
114254,2,,1,1,1,1,1,1,1,1,3,1,1,1226.6707854
114255,2,,1,1,2,1,1,1,1,1,3,1,1,1206.3750325
114256,2,,2,1,2,1,1,1,2,1,3,2,1,479.2352119
114257,2,,2,1,2,2,,2,2,1,3,2,1,608.9496227
114258,2,,2,1,2,1,1,1,2,1,3,2,1,609.87995951
114259,2,,1,1,2,1,1,1,1,1,3,1,1,1212.9907639
114260,2,,1,1,2,1,1,1,1,1,3,1,1,1049.3497451
114261,2,,1,1,1,1,2,1,1,1,3,1,1,1090.2298172
114262,2,,1,1,2,1,1,1,1,1,3,1,1,545.89468979
114263,2,,1,1,2,1,2,1,1,1,3,1,1,470.33318398
114264,2,,1,1,1,1,1,1,1,1,3,1,1,925.26687314
114265,2,,1,1,1,1,1,1,1,1,3,1,1,937.35618345
114266,2,,1,1,1,1,1,1,1,1,3,1,1,846.59973117
114267,2,,1,1,1,1,1,1,1,1,3,1,1,1111.7796596
114268,2,,1,1,1,1,1,1,1,1,3,1,1,921.92401004
114269,2,,1,1,1,1,1,1,1,1,3,1,1,937.35618345
114270,2,,1,1,1,1,1,1,1,1,3,1,1,1050.3273292
114271,2,,1,1,1,1,1,1,1,1,3,1,1,1244.7430711
114272,2,,1,1,2,1,1,2,1,1,2,1,1,792.74563703
114273,2,,1,1,1,1,2,1,1,1,3,1,1,410.57842233
114274,2,,1,1,1,1,1,2,2,1,3,2,1,1000.4211296
114275,2,,1,1,2,1,1,2,1,1,2,1,1,926.89853271
114276,2,,1,1,1,1,1,2,1,1,2,1,1,1000.4211296
114277,2,,1,1,1,1,1,2,2,1,3,2,1,781.13015287
114278,2,,1,1,1,1,1,2,1,1,2,1,1,1073.9437265
114279,2,,1,1,2,1,2,1,1,1,3,1,1,705.49977598
114280,2,,1,1,1,1,1,2,2,1,3,2,1,403.85678077
114281,2,,1,1,1,1,2,1,1,1,3,1,1,561.83917613
114282,2,,1,1,2,1,2,1,1,1,3,1,1,461.16644948
114283,2,,1,1,2,1,1,1,1,1,3,1,1,730.89832416
114284,2,,1,1,2,1,1,1,1,1,3,1,1,742.87266375
114285,2,,1,1,2,1,2,1,1,1,3,1,1,611.57594511
114286,2,,1,1,1,1,1,1,1,1,3,1,1,564.39982078
114287,2,,1,1,2,1,2,1,1,1,3,1,1,786.27380906
114288,2,,1,1,2,1,1,1,1,1,3,1,1,684.05458623
114289,2,,1,1,2,1,2,1,1,1,3,1,1,647.52468681
114290,2,,1,1,2,1,2,1,1,1,3,1,1,663.68832002
114291,2,,1,1,2,1,1,1,1,1,3,1,1,895.68488064
114292,2,,1,1,1,1,2,1,1,1,3,1,1,670.39402264
114294,2,,1,1,1,1,2,1,1,1,3,1,1,742.34075216
114295,2,,1,1,2,1,1,1,1,1,3,1,1,766.92778646
114297,2,,1,1,2,1,2,1,1,1,3,1,1,895.3500517
114298,2,,1,1,2,1,1,1,1,1,3,1,1,467.06945659
114299,2,,1,1,1,1,2,1,1,1,3,1,1,976.37669556
114300,2,,1,1,2,1,2,1,1,1,3,1,1,649.90981475
114301,2,,1,1,2,1,2,1,1,1,3,1,1,901.40817741
114302,2,,1,1,2,1,2,1,1,1,3,1,1,669.96166474
114303,2,,1,1,1,1,2,1,1,1,3,1,1,567.73798417
114304,2,,1,1,1,1,2,1,1,1,3,1,1,421.62950726
114305,2,,1,1,1,1,2,1,1,1,3,1,1,663.37788399
114306,2,,1,1,2,1,2,1,1,1,3,1,1,716.44257475
114307,2,,1,1,1,1,2,1,1,1,3,1,1,663.37788399
114308,2,,1,1,1,1,2,1,1,1,3,1,1,669.96166474
114309,2,,1,1,2,1,2,1,1,1,3,1,1,692.17094626
114310,2,,1,1,1,1,2,1,1,1,3,1,1,756.99226136
114311,2,,1,1,2,1,2,1,1,1,3,1,1,990.49688501
114312,2,,1,1,2,1,2,1,1,1,3,1,1,806.49365666
114313,2,,1,1,1,1,2,1,1,1,3,1,1,822.45944279
114314,2,,1,1,2,1,2,1,1,1,3,1,1,806.49365666
114315,2,,1,1,2,1,2,1,1,1,3,1,1,988.69176823
114316,2,,1,1,1,1,2,1,1,1,3,1,1,1067.1158716
114318,2,,1,1,2,1,4,1,1,1,3,1,1,717.51835518
114319,2,,1,1,2,1,4,1,1,1,3,1,1,512.65090639
114320,2,,1,1,2,1,4,1,1,1,3,1,1,626.65682378
114321,2,,1,1,2,1,1,2,2,1,3,1,1,925.26687314
114322,2,,1,1,2,1,1,2,2,1,3,1,1,526.62495357
114323,2,,1,1,2,1,2,1,1,1,3,1,1,493.49224873
114324,2,,1,1,2,1,1,2,2,1,3,1,1,1082.4089052
114325,2,,1,1,2,1,1,2,2,1,3,1,1,849.12906716
114326,2,,1,1,1,2,,2,2,1,1,2,1,1059.5141465
114327,2,,1,1,1,2,,2,2,1,1,2,1,846.59973117
114328,2,,1,1,1,1,1,2,2,1,3,1,1,1200.5053555
114329,2,,1,1,1,1,0,2,2,1,1,2,1,1112.2782393
114331,2,,1,1,2,1,2,1,1,1,3,1,1,415.95681231
114332,2,,1,1,1,1,1,1,1,1,3,1,1,431.79120747
114333,2,,1,1,2,1,1,1,1,1,3,1,1,516.67136951
114335,2,,1,1,2,1,2,1,1,1,3,1,1,410.91426971
114336,2,,1,1,1,1,2,1,1,1,3,1,1,496.0347548
114337,2,,1,1,2,1,1,1,1,1,3,1,1,734.9266908
114338,2,,1,1,2,1,1,1,1,1,3,1,1,652.24487255
114339,2,,1,1,2,1,2,1,1,1,3,1,1,712.29750612
114340,2,,1,1,1,1,2,1,1,1,3,1,1,722.75681477
114341,2,,1,1,2,1,2,1,1,1,3,1,1,560.23583259
114342,2,,1,1,2,1,1,1,1,1,3,1,1,438.02440566
114343,2,,1,1,2,1,1,1,1,1,3,1,1,512.47748389
114344,2,,1,1,1,1,1,1,1,1,3,1,3,364.96908155
114345,2,,1,1,1,1,1,1,1,1,3,1,1,282.88511955
114346,2,,1,1,1,1,1,1,1,1,3,1,1,467.45743964
114347,2,,1,1,2,1,1,1,1,1,3,1,1,521.8691978
114348,2,,1,1,1,1,1,1,1,1,3,1,1,565.61188304
114349,2,,1,1,1,1,1,1,1,1,3,1,1,540.27102819
114350,2,,1,1,1,1,1,1,1,1,3,1,1,336.84191083
114351,2,,1,1,2,1,3,1,1,1,3,1,1,981.59389904
114352,2,,1,1,2,1,3,1,1,1,3,1,1,846.59973117
114353,2,,1,1,2,1,3,1,1,1,3,1,1,1114.3089956
114354,2,,1,1,2,1,3,1,1,1,3,1,1,1057.4833901
114355,2,,1,1,2,1,3,1,1,1,3,1,1,1111.7796596
114356,2,,1,1,1,1,2,1,2,1,2,1,1,980.21342768
114357,2,,1,1,1,1,2,2,2,1,2,2,1,750.06829969
114358,2,,1,1,1,1,2,1,2,1,2,1,1,897.53311222
114359,2,,1,1,1,1,2,1,1,1,3,1,1,553.9235584
114360,2,,1,1,2,1,2,1,1,1,3,1,1,732.08546659
114361,2,,1,1,2,1,2,1,1,1,3,1,1,560.24377102
114362,2,,1,1,1,1,2,1,1,1,3,1,1,720.0919106
114363,2,,1,1,2,1,2,1,1,1,3,1,1,891.74083224
114364,2,,1,1,2,1,2,1,1,1,3,1,1,808.65665614
114365,2,,1,1,1,1,2,1,1,1,3,1,1,676.67104367
114366,2,,1,1,1,1,2,1,1,1,3,1,1,655.32150311
114367,2,,2,1,1,1,1,1,2,1,2,1,1,235.18983558
114368,2,,2,1,2,1,1,1,2,1,2,1,1,112.67508626
114369,2,,2,1,2,1,1,1,2,1,2,1,1,193.71536204
114370,2,,2,1,1,1,1,2,2,1,2,1,1,151.1763957
114371,2,,2,1,1,1,1,1,2,1,2,1,1,112.67508626
114372,2,,2,1,1,1,1,2,2,2,,1,1,174.34382584
114373,2,,2,1,1,1,1,2,2,2,,1,1,173.8001651
114374,2,,2,1,1,1,1,1,2,2,,1,1,174.34382584
114375,2,,1,1,2,1,1,1,1,1,3,1,1,336.95185793
114376,2,,1,1,1,1,1,1,1,1,3,1,1,703.25322562
114377,2,,1,1,2,1,2,1,1,1,3,1,1,765.3589988
114378,2,,1,1,1,1,1,1,1,1,3,1,1,832.11174118
114379,2,,1,1,1,1,1,1,1,1,3,1,1,368.00786586
114380,2,,1,1,1,1,1,1,1,1,3,1,1,379.07084017
114381,2,,1,1,1,1,1,1,1,1,3,1,1,963.46548586
114382,2,,1,1,1,1,1,1,1,1,3,1,1,198.20697525
114383,2,,1,1,2,1,1,1,1,1,3,1,1,334.7477262
114384,2,,1,1,1,1,1,1,1,1,3,1,1,369.99923456
114385,2,,1,1,2,1,1,1,1,1,3,1,1,728.51307692
114386,2,,1,1,1,1,1,1,1,1,3,1,1,465.24638045
114387,2,,1,1,1,1,1,1,1,1,3,1,1,789.31508246
114388,2,,1,1,1,1,1,1,1,1,3,1,1,808.97803521
114389,2,,1,1,1,1,1,1,1,1,3,1,1,485.63387059
114390,2,,1,1,1,1,1,1,1,1,3,1,1,714.7349137
114391,2,,1,1,1,1,3,1,1,1,3,1,1,863.41468436
114392,2,,1,1,1,1,3,1,1,1,3,1,1,581.70872609
114393,2,,1,1,1,1,2,1,1,1,3,1,1,785.96727472
114394,2,,1,1,2,1,2,1,1,1,3,1,1,624.96394711
114395,2,,1,1,2,1,2,2,1,1,3,1,1,887.77366175
114397,2,,1,1,1,1,1,1,1,1,3,1,1,537.79649874
114398,2,,1,1,1,1,1,1,1,1,3,1,1,712.81239563
114399,2,,1,1,1,1,1,1,1,1,3,1,1,761.37714132
114400,2,,1,1,1,1,1,1,1,1,3,1,1,999.95764832
114401,2,,1,1,1,1,1,1,1,1,3,1,1,683.83164094
114402,2,,1,1,1,1,3,1,1,1,3,1,1,854.78955118
114403,2,,1,1,1,1,2,1,1,1,3,1,1,578.37734873
114404,2,,1,1,1,1,2,1,1,1,3,1,1,814.62927654
114405,2,,1,1,1,1,2,1,1,1,3,1,1,814.62927654
114406,2,,1,1,1,1,2,1,1,1,3,1,1,689.92218477
114407,2,,1,1,2,1,2,1,1,1,3,1,1,780.32753184
114408,2,,1,1,2,1,1,1,1,1,3,1,1,805.54065255
114409,2,,1,1,2,1,1,1,1,1,3,1,1,1037.4768026
114410,2,,1,1,2,1,1,1,1,1,3,1,1,1118.053292
114411,2,,1,1,1,1,1,1,1,1,3,1,1,1018.7172255
114412,2,,1,1,1,1,1,1,1,1,3,1,1,515.78047223
114413,2,,1,1,1,1,1,1,1,1,3,1,1,771.75547385
114414,2,,1,1,1,1,2,1,1,1,3,1,1,545.61746037
114415,2,,1,1,1,1,1,1,1,1,3,1,1,740.57206958
114416,2,,1,1,2,1,2,1,1,1,3,1,1,564.22655233
114417,2,,1,1,2,1,2,1,1,1,3,1,1,971.90379155
114418,2,,1,1,2,1,2,1,1,1,3,1,1,472.69567169
114419,2,,1,1,2,1,2,1,1,1,3,1,1,734.80950218
114420,2,,1,1,2,1,2,1,1,1,3,1,1,880.37291091
114421,2,,1,1,1,1,1,1,1,1,3,1,1,769.48167264
114422,2,,1,1,1,1,3,1,1,1,3,1,1,697.23057707
114423,2,,1,1,2,1,3,1,1,1,3,1,1,399.73592963
114424,2,,1,1,2,1,2,1,1,2,,1,1,714.98414981
114425,2,,1,1,1,1,0,2,1,1,2,1,1,624.69801705
114426,2,,1,1,5,1,0,2,1,1,2,1,1,649.79213966
114427,2,,1,1,3,1,0,2,1,1,2,1,1,584.95561965
114429,2,,1,1,1,1,4,1,1,1,3,1,1,857.85958699
114430,2,,1,1,1,1,3,1,1,1,3,1,1,630.40749429
114431,2,,1,1,1,1,3,1,1,1,3,1,1,507.20382548
114432,2,,1,1,1,1,3,1,1,1,3,1,1,794.82893902
114433,2,,1,1,1,1,3,1,1,1,3,1,1,877.45149192
114434,2,,1,1,1,1,3,1,1,1,3,1,1,962.65502172
114435,2,,1,1,1,1,3,1,1,1,2,1,1,743.6942582
114436,2,,1,1,2,1,2,1,1,1,2,1,1,1012.8790213
114437,2,,1,1,2,1,2,1,1,1,2,1,1,1078.081392
114438,2,,1,1,1,1,2,1,1,1,2,1,1,1098.1381589
114439,2,,1,1,2,1,2,1,1,1,2,1,1,1075.4687128
114440,2,,1,1,2,1,2,1,1,1,3,1,1,971.70897641
114441,2,,1,1,1,1,2,1,1,1,2,1,1,1159.570159
114442,2,,1,1,1,1,2,1,1,1,2,1,3,706.5170066
114443,2,,1,1,1,1,2,1,1,1,3,2,1,735.54236798
114444,2,,1,1,1,1,1,1,1,1,3,2,1,749.6750484
114445,2,,1,1,1,1,1,1,1,1,3,2,1,748.59790061
114446,2,,1,1,1,1,2,1,1,1,3,2,1,499.41119288
114447,2,,1,1,1,1,2,1,1,1,3,2,1,641.4340623
114448,2,,1,1,1,1,1,1,1,1,3,2,1,926.06081948
114449,2,,1,1,3,1,1,2,1,1,8,1,1,168.37030364
114450,2,,1,1,4,1,1,2,1,1,8,1,1,119.14546399
114451,2,,1,1,3,1,1,1,1,1,8,1,1,138.68707149
114452,2,,1,1,1,1,1,1,1,1,8,1,1,150.28871619
114453,2,,1,1,1,1,1,1,1,1,8,1,1,201.61212784
114454,2,,1,1,3,1,1,1,1,1,8,1,1,102.52389658
114455,2,,1,1,1,1,1,1,1,1,8,1,1,120.60548404
114456,2,,1,1,1,1,1,1,1,1,8,1,1,151.07135748
114457,2,,1,1,2,1,1,1,1,1,8,1,1,132.20712874
114458,1,,1,1,2,1,2,1,1,1,2,1,1,1036.8520011
114459,1,,1,1,1,1,3,1,1,1,7,1,2,2352.6838109
114460,1,,1,1,1,1,2,1,1,1,2,1,1,760.55681252
114461,1,,1,1,1,1,3,1,1,1,2,1,1,968.03065421
114462,1,,1,1,2,1,2,1,1,1,7,1,1,1187.4475367
114464,1,,1,1,2,1,2,1,1,1,3,1,1,1286.316907
114465,1,,1,1,2,1,2,1,1,1,3,1,1,1212.5755844
114466,1,,1,1,1,1,2,1,1,1,2,1,1,1161.1175174
114467,1,,1,1,1,1,2,1,1,1,2,1,1,1215.3523582
114468,1,,1,1,1,1,2,1,1,1,3,1,1,1301.6971787
114469,1,,1,1,1,1,2,1,1,1,3,1,1,1299.2984101
114472,1,,1,1,2,1,2,1,1,1,2,1,1,1310.4947589
114473,1,,1,1,2,1,3,1,1,1,3,1,1,1378.80463
114474,1,,1,1,2,1,2,1,1,1,2,1,1,1237.5391886
114475,1,,1,1,2,1,3,1,1,1,3,1,1,1283.0234427
114476,1,,1,1,2,1,3,1,1,1,3,1,1,1237.5391886
114477,1,,1,1,2,1,3,1,1,1,4,1,1,1211.2048615
114478,1,,1,1,2,1,3,1,1,1,3,1,1,1187.6187752
114479,1,,1,1,2,1,3,1,1,1,3,1,1,1283.0234427
114480,1,,1,1,2,1,3,1,1,1,2,1,1,1342.7196724
114481,1,,1,1,2,1,2,1,1,1,3,1,1,1194.8814639
114482,1,,1,1,2,1,2,1,1,1,3,1,1,1095.0378292
114483,1,,1,1,2,1,3,1,1,1,2,1,1,1242.752669
114484,1,,1,1,2,1,3,1,1,1,4,1,1,1442.9573454
114485,1,,1,1,1,1,3,1,1,1,3,1,1,1420.7537203
114486,1,,1,1,2,1,3,1,1,1,3,1,1,1498.2415729
114487,1,,1,1,1,1,2,1,1,1,3,1,1,1123.4704393
114488,1,,1,1,2,1,2,1,1,1,3,1,1,905.90183915
114489,1,,1,1,2,1,3,1,1,1,3,1,1,1378.80463
114490,1,,1,1,1,1,3,1,1,1,3,1,1,1123.4704393
114491,1,,1,1,1,1,1,1,1,1,3,1,1,1685.2056589
114492,1,,1,1,2,1,3,1,1,1,99,1,1,1320.2329982
114493,1,,1,1,2,1,2,1,1,1,1,1,1,1110.4349943
114494,1,,1,1,2,1,3,1,1,1,3,1,1,1650.6073583
114495,1,,1,1,2,1,3,1,1,1,3,1,1,1361.0277813
114496,1,,1,1,2,1,3,1,1,1,5,1,1,1265.0995314
114497,1,,1,1,2,1,3,2,1,2,,2,1,1562.8290923
114498,1,,1,1,1,1,3,1,1,1,3,1,1,1130.1908367
114499,1,,1,1,1,1,3,2,1,1,3,1,1,1110.271123
114500,1,,1,1,2,1,4,1,1,1,3,1,1,2106.5070736
114501,1,,1,1,1,1,3,1,1,1,4,1,1,1345.7831794
114502,1,,1,1,1,1,3,1,1,1,3,1,1,1319.4454349
114503,1,,1,1,1,1,3,1,1,1,3,1,1,1218.0819414
114504,1,,1,1,1,1,3,1,1,1,3,1,1,2300.3121941
114505,1,,1,1,1,1,3,1,1,1,3,1,1,1420.466347
114506,1,,1,1,2,1,2,1,1,1,7,1,1,1244.1325017
114507,1,,1,1,1,1,3,1,1,1,3,1,1,1425.581603
114508,1,,1,1,1,1,3,1,1,1,4,1,1,1532.0051444
114509,1,,1,1,2,1,3,1,1,1,4,1,1,1533.6855429
114510,1,,1,1,2,1,3,1,1,1,3,1,1,1543.6817977
114511,1,,1,1,2,1,1,1,1,1,2,1,1,1049.5849204
114513,1,,1,1,2,1,3,1,1,1,3,1,1,1497.9605857
114514,1,,1,1,2,1,3,1,1,1,3,1,1,1133.2957179
114515,1,,1,1,2,1,3,1,1,1,3,1,1,1363.1479669
114516,1,,1,1,2,1,1,1,1,1,2,1,1,1100.0348343
114518,1,,1,1,2,1,1,1,1,1,3,1,1,1100.0348343
114519,1,,1,1,2,1,1,1,1,1,3,1,1,1076.6265435
114520,1,,1,1,2,1,1,1,1,1,2,1,1,1140.4652824
114522,1,,1,1,2,1,3,1,1,1,3,1,1,1282.4433396
114523,1,,1,1,2,1,3,1,1,1,99,1,1,1250.2632738
114524,1,,1,1,2,1,3,1,1,1,3,1,1,1320.4858866
114525,1,,1,1,2,1,3,1,1,1,3,1,1,1507.538431
114526,1,,1,1,2,1,3,1,1,1,3,1,1,1348.1645271
114527,1,,1,1,2,1,3,1,1,1,3,1,1,1497.9605857
114528,1,,1,1,2,1,2,1,1,1,3,1,1,1556.8862001
114529,1,,1,1,1,1,3,1,1,1,3,1,1,1633.0541917
114530,1,,1,1,1,1,2,1,1,1,3,1,1,1226.691832
114531,1,,1,1,1,1,3,1,1,1,3,1,1,1285.1228416
114532,1,,1,1,2,1,2,1,1,1,3,1,1,1291.9837517
114533,1,,1,1,2,1,3,1,1,1,3,1,1,1814.237473
114535,1,,1,1,2,1,3,1,1,1,3,1,1,2062.8640596
114537,1,,1,1,2,1,4,1,1,1,3,1,1,1684.458908
114538,1,,1,1,2,1,2,1,1,1,3,1,1,1046.9444471
114539,3,,1,1,2,1,3,1,1,1,3,1,1,2559.4091672
114540,3,,1,1,2,1,3,1,1,1,2,1,1,1434.446682
114541,3,,1,1,2,1,3,1,1,1,3,1,1,1542.0225561
114542,1,,1,1,1,1,3,1,1,1,3,1,1,1045.4265089
114543,1,,1,1,1,1,3,1,1,1,3,1,1,1022.3609752
114544,1,,1,1,2,1,3,1,1,1,3,1,1,1008.3652648
114545,3,,1,1,2,1,3,1,1,1,3,1,1,2050.7158616
114546,1,,1,1,1,1,2,1,1,1,3,1,1,1445.7631968
114547,1,,1,1,2,1,3,1,1,1,3,1,1,2065.3759954
114548,1,,1,1,2,1,4,1,1,1,3,1,1,1712.0193499
114549,1,,1,1,1,1,3,1,1,1,3,1,1,1911.2445223
114550,1,,1,1,2,1,2,1,1,1,3,1,1,1641.8149845
114551,1,,1,1,1,1,3,1,1,1,3,1,1,1476.4904238
114552,1,,1,1,1,1,2,1,1,1,3,1,1,1606.4035519
114553,1,,1,1,1,1,3,1,1,1,3,1,1,1680.6087747
114554,1,,1,1,1,1,3,1,1,1,3,1,1,1742.7287488
114555,1,,1,1,1,1,3,1,1,1,3,1,1,2525.2475055
114556,3,,1,1,1,1,2,1,1,1,1,1,1,1141.9965686
114557,3,,1,1,1,1,2,1,1,1,3,1,1,924.32361177
114559,1,,1,1,1,1,3,1,1,1,3,1,1,2224.5747296
114560,1,,1,1,1,1,3,1,1,1,3,1,1,1935.1350788
114561,1,,1,1,1,1,2,1,1,1,3,1,1,2002.5239494
114562,3,,1,1,1,1,2,1,1,1,3,1,1,2339.1499276
114563,1,,1,1,1,1,2,1,1,1,3,1,1,1886.4938127
114564,1,,1,1,1,1,2,1,1,1,3,1,1,1632.8137257
114565,1,,1,1,2,1,3,1,1,1,3,1,1,2160.7827103
114566,1,,1,1,2,1,2,1,1,1,3,1,1,1632.8137257
114567,1,,1,1,1,1,2,1,1,1,3,1,1,1725.3962358
114568,1,,1,1,1,1,2,1,1,1,3,1,1,1834.0081759
114569,3,,1,1,1,1,2,1,1,1,3,1,1,1568.3231446
114570,3,,1,1,1,1,2,1,1,1,3,1,1,2026.1471196
114571,1,,1,1,1,1,2,1,1,1,3,1,1,2002.5239494
114572,1,,1,1,2,1,3,1,1,1,3,1,1,992.56754647
114573,1,,1,1,1,1,3,1,1,1,3,1,1,1445.7631968
114574,3,,1,1,1,1,2,1,1,1,3,1,1,831.43073776
114575,1,,1,1,1,1,3,1,1,1,5,1,1,1597.4273929
114576,1,,1,1,1,1,3,1,1,1,3,1,1,1650.6073583
114577,1,,1,1,2,1,1,1,1,1,3,1,1,1209.5076653
114578,1,,1,1,2,1,9,1,1,1,3,1,1,1685.2056589
114579,1,,1,1,1,1,3,1,1,1,3,1,1,1568.4558739
114580,3,,1,1,2,1,2,1,1,1,2,1,1,1902.3932542
114581,3,,1,1,2,1,2,1,1,1,3,1,1,1942.0395621
114582,3,,1,1,2,1,2,1,1,1,2,1,1,2011.0695537
114583,1,,1,1,1,1,3,1,1,1,3,1,1,1394.1286025
114584,3,,1,1,2,1,2,1,1,1,3,1,1,2050.7158616
114585,1,,1,1,1,1,3,1,1,1,3,1,1,1516.6611179
114586,1,,1,1,1,1,3,1,1,1,4,1,1,1382.165427
114587,1,,1,1,1,1,3,1,1,1,3,1,1,1480.3614974
114588,1,,1,1,1,1,3,1,1,1,3,1,1,1451.3899784
114589,1,,1,1,1,1,2,1,1,1,3,1,1,1850.4518717
114590,1,,1,1,1,1,2,1,1,1,3,1,1,1727.7067838
114591,1,,1,1,1,1,3,1,1,1,3,1,1,1361.0277813
114592,1,,1,1,1,1,3,1,1,1,3,1,1,1533.6855429
114593,3,,1,1,2,1,3,1,1,1,3,1,1,1742.5812718
114594,1,,1,1,1,1,3,1,1,1,3,1,1,1320.4858866
114595,3,,1,1,2,1,3,1,1,1,4,1,1,1207.0513632
114596,1,,1,1,1,1,3,1,1,1,3,1,1,1445.7631968
114597,1,,1,1,2,1,2,1,1,1,3,1,1,1088.5424838
114598,1,,1,1,2,1,3,1,1,1,3,1,1,1092.4417698
114599,1,,1,1,1,1,2,1,1,1,3,1,1,1222.2103446
114600,1,,1,1,2,1,3,1,1,1,3,1,1,1568.4558739
114601,1,,1,1,1,1,1,1,1,1,3,1,1,1150.2641572
114602,1,,1,1,1,1,2,1,1,1,3,1,1,1488.7668172
114603,1,,1,1,2,1,3,1,1,1,3,1,1,1348.1645271
114604,1,,1,1,1,1,2,1,1,1,3,1,1,1176.3419054
114605,1,,1,1,2,1,1,1,1,1,3,1,1,1134.4109229
114606,1,,1,1,2,1,1,1,1,1,3,1,1,1062.4647355
114607,1,,1,1,1,1,2,2,1,1,3,1,1,1171.8847363
114608,1,,1,1,1,1,3,1,1,1,3,1,1,1210.0383178
114609,1,,1,1,2,1,2,1,1,1,3,1,1,1568.1397633
114611,1,,1,1,1,1,3,1,1,1,3,1,1,1720.1200701
114612,1,,1,1,1,1,3,1,1,1,3,1,1,1319.4454349
114613,1,,1,1,2,1,3,1,1,1,3,1,1,1148.3497465
